Snapshot,Snapshot UTC,GW,GW finished,ID,Player,Team,Pos,Price,Owned %,Form,Total pts,GW pts,PPG,Minutes,Starts,Goals,Assists,xG,xA,xGI,DEFCON,DEFCON per 90,Bonus,Exp pts next,Status,Chance next GW,Transfers in (GW),Transfers out (GW),Price change (GW),Pens order,Corners/IFK order,Direct FK order,Rise/fall %,Change likelihood
2026-08-28,2026-08-28 15:24,1,True,598,Elvedi,LEE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,342,265,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,599,Cherif,COV,FWD,5.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.4,Available,,1634,1319,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,600,Osman,BHA,MID,5.0,0.0,1.0,1,1,1.0,12,0,0,0,0.0,0.05,0.05,2,15.0,0,1.5,Available,,216,136,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,601,Williams-Barnett,TOT,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2549,570,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,602,Humphreys,IPS,MID,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1233,323,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,603,Lienou,LEE,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1440,306,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,604,Cresswell,LEE,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2913,687,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,605,Yalcouyé,BHA,MID,4.5,0.1,1.0,1,1,1.0,4,0,0,0,0.0,0.01,0.01,0,0.0,0,1.0,Available,,4123,907,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,606,Rowe,AVL,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,1465,238,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,607,Lynch,AVL,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,3512,803,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,608,Jebbison,BOU,FWD,5.0,0.0,1.0,1,1,1.0,15,0,0,0,0.1,0.0,0.1,1,6.0,0,1.4,Available,,2322,400,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,609,Shahar,NEW,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,3730,621,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,610,De Fougerolles,FUL,DEF,4.0,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.8,Doubtful,75.0,2978,425,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,611,Wan-Bissaka,AVL,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,1419,145,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,612,Methalie,SUN,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,Suspended,0.0,87,22,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,613,Ahoka,SUN,MID,4.5,0.1,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.0,Available,,2083,334,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,614,Hadjam,BHA,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,930,44,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,615,Di Gregorio,BOU,GKP,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.9,Available,,190,23,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,616,Bouaddi,MCI,MID,5.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.0,Available,,2568,269,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,617,Cho,HUL,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,5,0,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,618,Goretzka,AVL,MID,6.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,2.2,Available,,77,3,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,619,Palacios,IPS,MID,5.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.5,Available,,34,2,0.0,,,,0.0,0
2026-08-28,2026-08-28 15:24,1,True,620,Diouf,BRE,DEF,4.5,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,1.7,Available,,53,0,0.0,,,,0.0,0
